(9/27/2024 2:50:17 PM,7, LS3,1,Eye_D,2,1,2,4,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,4,1,6,2,4,1,7,1,6,1
(9/27/2024 2:56:03 PM,7, LS3,1,Eye_NoD,1,1,1,5,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,6,1,6,2,6,2,7,1,7,1
(9/27/2024 3:01:28 PM,7, LS3,1,Head_D,1,1,1,2,3,1,1,1,2,2,1,1,1,1,1,2,1,3,1,2,1,1,6,1,7,1,6,1,7,1,7,1
(9/27/2024 3:07:04 PM,7, LS3,1,Head_NoD,1,1,1,4,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,6,1,7,2,6,1,7,1,7,1
