(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 97.7, 0, 0, 0, 0, 0, 0, , 0.17, 1.75, -6.01, 0, 359.4531, 0)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 97.78464, -0.03016503, 1.153984, -0.0992057, 7.373846, 4.88218, 359.032, Obs3, 0.1697899, 1.75, -6.297848, 0, 0.8507522, 0)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 97.8867, -0.030269, 1.154108, -0.0990978, 7.385049, 4.815352, 358.9854, Obs3, 0.1636396, 1.75, -6.552911, 0, 2.085806, 0)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 97.98626, -0.03026647, 1.154199, -0.09890673, 7.286289, 4.822673, 358.9945, Obs3, 0.1523448, 1.75, -6.801561, 0, 3.287964, 0)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 98.08421, -0.03021428, 1.154297, -0.09896615, 7.180515, 4.516327, 358.9609, Obs3, 0.1361762, 1.75, -7.045887, 0, 4.435373, 0)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 98.18155, -0.0314408, 1.15934, -0.1000141, 4.46494, 2.681239, 358.7411, Obs3, 0.1155769, 1.75, -7.288363, 0, 5.321165, 0)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 98.29266, -0.03284529, 1.165463, -0.1046658, 0.1301972, 0.3128349, 359.0532, Obs3, 0.08878568, 1.75, -7.56486, 0, 5.686343, 0)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 98.39066, -0.03256153, 1.170507, -0.1104986, 356.8472, 358.403, 359.6404, Obs3, 0.06470453, 1.75, -7.80867, 0, 5.491849, 0)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 98.48813, -0.03048761, 1.169064, -0.1162603, 357.019, 357.087, 359.7872, Obs3, 0.04234055, 1.75, -8.051316, 0, 4.907007, 0)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 98.58589, -0.0289568, 1.168723, -0.119296, 357.5005, 355.812, 0.0008262451, Obs3, 0.02295371, 1.75, -8.29495, 0, 4.010318, 0)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 98.68369, -0.02769327, 1.166814, -0.1214812, 358.7259, 354.6055, 359.7514, Obs3, 0.007884132, 1.75, -8.53898, 0, 2.839633, 0)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 98.78146, -0.02643458, 1.165927, -0.1215478, 359.6889, 353.5919, 359.3713, Obs3, -0.001601894, 1.75, -8.783197, 0, 1.358483, 0)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 98.89243, -0.02431018, 1.166205, -0.1188825, 0.268755, 353.6834, 359.1914, Obs3, -0.004417683, 1.75, -9.060619, 0, 359.5872, 0)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 98.99053, -0.02296485, 1.166544, -0.1150603, 0.09429225, 354.0843, 358.9232, Obs3, 0.000117227, 1.75, -9.305808, 0, 358.0971, 0)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 99.08783, -0.02153061, 1.16607, -0.1123887, 0.668054, 354.3246, 358.4756, Obs3, 0.0107933, 1.75, -9.548806, 0, 356.679, 0)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 99.1856, -0.01983766, 1.165019, -0.110015, 1.254254, 355.2385, 358.2681, Obs3, 0.02735144, 1.75, -9.792669, 0, 355.4094, 0)
