(9/27/2024 2:43:18 PM,7, LS3,1,0, Eye_D_Tutorial,131.9063,284.9346,153.0284,1000,0,5322
(9/27/2024 2:46:28 PM,7, LS3,1,19, Eye_D,286.8904,457.5437,170.6533,1000,8,8157
(9/27/2024 2:51:05 PM,7, LS3,1,0, Eye_NoD_Tutorial,692.7699,724.1432,31.37329,1000,0,1066
(9/27/2024 2:53:35 PM,7, LS3,1,19, Eye_NoD,726.1406,872.671,146.5304,1000,10,8252
(9/27/2024 2:56:46 PM,7, LS3,1,0, Head_D_Tutorial,1020.288,1057.878,37.58997,1000,0,443
(9/27/2024 2:59:32 PM,7, LS3,1,19, Head_D,1059.768,1222.243,162.475,1000,14,3064
(9/27/2024 3:01:55 PM,7, LS3,1,0, Head_NoD_Tutorial,1347.558,1358.837,11.27954,1000,0,673
(9/27/2024 3:04:52 PM,7, LS3,1,19, Head_NoD,1362.369,1535.089,172.7207,1000,7,4395
