(9/5/2024 7:10:25 PM, 6, LS2, 1, Eye_NoD, 12, Right, 1294.775, 1299.62, 12.45807, 1, 300, 1292.744, 2.862062, 1292.744, 5.549, 1299.551, 3.779034, 1295.75, 0.7574198, 1297.449, 0.4372983, 1298.841, 1.12526)
(9/5/2024 7:10:25 PM, 6, LS2, 1, Eye_NoD, 13, Left, 1301.79, 1307.5, 15.96274, 1, 385, 1303.141, 0.834698, 1304.743, 0.2747941, 1306.441, 0.5941087, 1299.66, 3.485886, 1299.66, 7.121193, 1307.442, 4.502744)
(9/5/2024 7:10:25 PM, 6, LS2, 1, Eye_NoD, 14, Right, 1309.542, 1315.1, 15.07607, 1, 441, 1307.56, 3.812007, 1307.56, 7.447913, 1315.042, 4.449044, 1310.949, 0.5187551, 1312.453, 0.3216178, 1314.053, 0.5854204)
(9/5/2024 7:10:25 PM, 6, LS2, 1, Eye_NoD, 15, Right, 1317.797, 1323.74, 16.51985, 1, 414, 1315.16, 3.812007, 1315.16, 7.447913, 1323.645, 4.555727, 1319.148, 0.6197429, 1321.153, 0.6554872, 1322.949, 0.5549306)
(9/5/2024 7:10:25 PM, 6, LS2, 1, Eye_NoD, 16, Right, 1325.773, 1330.82, 15.3946, 1, 382, 1323.743, 3.812007, 1323.743, 7.447913, 1330.744, 4.699202, 1327.152, 0.5759771, 1328.754, 0.3279663, 1330.243, 0.7031503)
(9/5/2024 7:10:25 PM, 6, LS2, 1, Eye_NoD, 17, Right, 1332.859, 1336.64, 11.28099, 0, 357, 1330.86, 2.862062, 1330.86, 5.549, 1336.549, 3.543756, 1333.848, 0.6081776, 1335.449, 0.3061829, 1336.243, 0.3997205)
(9/5/2024 7:10:25 PM, 6, LS2, 1, Eye_NoD, 18, Left, 1338.817, 1341.72, 9.942016, 0, 280, 1339.347, 0.9502286, 1340.948, 0.2978699, 1341.352, 0.3664602, 1336.646, 1.682676, 1336.646, 3.474392, 1341.644, 2.560086)
(9/5/2024 7:17:10 PM, 6, LS2, 1, Head_D, 0, Left, 1581.907, 1587.78, 12.01904, 0, 142, 1582.368, 1.13821, 1585.167, 0.3458416, 1586.365, 0.7105501, 1580.28, 1.682676, 1580.28, 3.474392, 1587.172, 1.675257)
(9/5/2024 7:17:10 PM, 6, LS2, 1, Head_D, 1, Left, 1589.955, 1596.24, 14.88866, 1, 37, 1590.86, 1.045865, 1592.963, 0.2554663, 1595.273, 0.2963394, 1587.867, 2.547822, 1587.867, 5.233679, 1596.164, 3.830086)
(9/5/2024 7:17:10 PM, 6, LS2, 1, Head_D, 2, Right, 1599.059, 1603, 10.2328, 0, 335, 1596.28, 1.962498, 1596.28, 3.756514, 1602.969, 2.406914, 1599.56, 0.9526083, 1601.661, 0.4584805, 1602.371, 0.3142076)
(9/5/2024 7:17:10 PM, 6, LS2, 1, Head_D, 3, Left, 1605.182, 1613.28, 18.6825, 0, 119, 1607.062, 1.064759, 1609.86, 0.3688217, 1612.269, 0.3205816, 1603.07, 3.485886, 1603.07, 7.121193, 1613.271, 4.426844)
(9/5/2024 7:17:10 PM, 6, LS2, 1, Head_D, 4, Right, 1615.317, 1620.62, 15.89044, 1, 115, 1613.371, 3.812007, 1613.371, 7.447913, 1620.565, 4.560679, 1616.667, 0.5207631, 1618.268, 0.335148, 1619.869, 0.8818489)
(9/5/2024 7:17:10 PM, 6, LS2, 1, Head_D, 5, Left, 1622.791, 1628.3, 12.08643, 0, 147, 1623.265, 1.022936, 1625.27, 0.9933145, 1627.47, 0.257945, 1620.676, 1.682676, 1620.676, 3.474392, 1628.068, 2.033876)
(9/5/2024 7:17:10 PM, 6, LS2, 1, Head_D, 6, Right, 1630.336, 1636.04, 15.70081, 1, 205, 1628.368, 3.812007, 1628.368, 7.447913, 1635.961, 4.597612, 1631.77, 0.5591183, 1633.26, 0.3232695, 1634.972, 0.9177281)
(9/5/2024 7:17:10 PM, 6, LS2, 1, Head_D, 7, Right, 1638.076, 1643.74, 15.54673, 1, 260, 1636.08, 3.812007, 1636.08, 7.447913, 1643.672, 4.499354, 1639.468, 0.6540911, 1640.972, 0.3267262, 1642.671, 0.7181246)
(9/5/2024 7:17:11 PM, 6, LS2, 1, Head_D, 8, Left, 1645.912, 1654.24, 16.58647, 1, 114, 1646.761, 1.062115, 1648.669, 0.2550221, 1650.673, 0.252634, 1643.78, 2.547822, 1652.567, 5.093039, 1652.762, 1.914757)
(9/5/2024 7:17:11 PM, 6, LS2, 1, Head_D, 9, Left, 1656.421, 1661.1, 10.38436, 0, 83, 1656.964, 1.052713, 1658.663, 0.2995963, 1660.473, 0.5472094, 1654.28, 1.682676, 1654.28, 3.474392, 1660.96, 2.072695)
(9/5/2024 7:17:11 PM, 6, LS2, 1, Head_D, 10, Left, 1663.284, 1672.5, 22.36555, 0, 63, 1664.565, 1.065408, 1667.572, 0.6759779, 1669.563, 0.9644214, 1661.18, 3.485886, 1671.067, 6.600637, 1671.067, 2.622632)
(9/5/2024 7:17:11 PM, 6, LS2, 1, Head_D, 11, Left, 1674.688, 1682.88, 16.14232, 1, 187, 1675.965, 1.065468, 1678.861, 0.510727, 1681.673, 0.3809047, 1672.58, 3.485886, 1672.58, 7.121193, 1682.87, 4.321345)
(9/5/2024 7:17:11 PM, 6, LS2, 1, Head_D, 12, Left, 1685.054, 1691.72, 15.74979, 0, 125, 1685.973, 1.056936, 1688.062, 1.212619, 1690.763, 0.9061878, 1682.98, 2.547822, 1682.98, 5.233679, 1691.668, 3.614233)
(9/5/2024 7:17:11 PM, 6, LS2, 1, Head_D, 13, Right, 1693.754, 1699.12, 12.87865, 0, 74, 1691.78, 2.862062, 1691.78, 5.549, 1699.073, 3.485568, 1694.771, 0.7619551, 1696.47, 0.502276, 1698.266, 0.6547578)
(9/5/2024 7:17:11 PM, 6, LS2, 1, Head_D, 14, Right, 1701.731, 1707.7, 13.38486, 0, 210, 1699.18, 2.862062, 1699.18, 5.549, 1707.661, 3.376953, 1702.664, 0.7084532, 1704.766, 0.7032971, 1706.672, 0.5531264)
(9/5/2024 7:17:11 PM, 6, LS2, 1, Head_D, 15, Left, 1709.872, 1715.94, 12.43834, 0, 203, 1710.36, 1.046464, 1713.563, 1.23577, 1714.872, 0.4621532, 1707.78, 1.682676, 1707.78, 3.474392, 1715.862, 2.666124)
(9/5/2024 7:17:11 PM, 6, LS2, 1, Head_D, 16, Right, 1717.974, 1722.8, 11.07254, 0, 125, 1715.98, 1.962498, 1715.98, 3.756514, 1722.765, 2.506713, 1718.462, 0.9842632, 1721.567, 0.9687002, 1722.263, 0.5309346)
(9/5/2024 7:17:11 PM, 6, LS2, 1, Head_D, 17, Right, 1724.836, 1730.24, 11.21612, 0, 179, 1722.88, 1.962498, 1722.88, 3.756514, 1730.169, 2.618227, 1725.365, 0.9422205, 1727.162, 1.400718, 1729.766, 0.7688503)
(9/5/2024 7:17:11 PM, 6, LS2, 1, Head_D, 18, Right, 1732.284, 1738.1, 13.66987, 0, 224, 1730.28, 2.862062, 1730.28, 5.549, 1738.062, 3.55922, 1733.272, 0.7486758, 1735.069, 0.5953755, 1737.269, 0.8197625)
