(9/5/2024 6:51:54 PM, 6, LS2, 1, 0, Head_NoD_Tutorial, 99.79951, 284.2104, 184.4108, 1000, 0, 3499)
(9/5/2024 6:54:40 PM, 6, LS2, 1, 19, Head_NoD, 287.748, 429.6617, 141.9137, 1000, 12, 4147)
(9/5/2024 7:01:47 PM, 6, LS2, 1, 0, Eye_D_Tutorial, 717.7746, 837.2775, 119.5029, 1000, 0, 2672)
(9/5/2024 7:04:10 PM, 6, LS2, 1, 19, Eye_D, 838.7789, 975.4464, 136.6675, 1000, 14, 6613)
(9/5/2024 7:08:13 PM, 6, LS2, 1, 0, Eye_NoD_Tutorial, 1146.736, 1213.246, 66.5094, 1000, 0, 1166)
(9/5/2024 7:10:25 PM, 6, LS2, 1, 19, Eye_NoD, 1214.997, 1341.728, 126.7306, 1000, 12, 6689)
(9/5/2024 7:14:29 PM, 6, LS2, 1, 0, Head_D_Tutorial, 1483.367, 1580.278, 96.9115, 1000, 0, 875)
(9/5/2024 7:17:10 PM, 6, LS2, 1, 19, Head_D, 1581.907, 1738.104, 156.197, 1000, 6, 2947)
