(9/27/2024 2:46:28 PM,7, LS3,1, Eye_D,0, Left,286.8904,294,12.43492,0,409,287.4329,1.029214,291.6297,1.268271,293.1299,0.2614944,285.3306,1.66408,285.3306,3.456299,293.9223,2.346134
(9/27/2024 2:46:28 PM,7, LS3,1, Eye_D,1, Left,296.1836,302.18,11.1731,0,353,296.6272,1.152203,299.3211,0.2652297,301.2252,0.7725413,294.0385,1.682676,294.0385,3.474392,302.1274,2.716126
(9/27/2024 2:46:28 PM,7, LS3,1, Eye_D,2, Left,304.3612,313.52,17.32266,1,489,305.6255,1.068126,308.6254,0.2510095,312.0282,1.088494,302.2251,3.485886,302.2251,7.121193,313.432,4.522007
(9/27/2024 2:46:28 PM,7, LS3,1, Eye_D,3, Left,315.7086,325.62,18.74288,1,418,317.5294,1.066295,321.2247,0.5877594,323.4323,1.41585,313.5289,3.485886,313.5289,7.121193,325.5262,4.050944
(9/27/2024 2:46:28 PM,7, LS3,1, Eye_D,4, Left,327.8027,335.94,15.25936,0,435,328.7204,1.056673,330.7216,0.7589701,334.6233,0.5807726,325.6233,2.547822,325.6233,5.233679,335.9285,3.25598
(9/27/2024 2:46:28 PM,7, LS3,1, Eye_D,5, Left,338.9677,348.76,18.23687,0,379,340.2325,1.260162,344.1223,0.5257789,346.9283,0.2501664,336.0266,3.485886,336.0266,7.121193,348.7205,4.098558
(9/27/2024 2:46:28 PM,7, LS3,1, Eye_D,6, Left,350.9406,359.24,15.61801,0,473,351.83,1.055642,356.5236,0.9936348,358.2303,0.3259329,348.84,2.547822,348.84,5.233679,359.2302,3.254961
(9/27/2024 2:46:28 PM,7, LS3,1, Eye_D,7, Left,361.4236,367.14,10.01703,1,291,361.924,1.046239,364.9224,0.4509887,366.324,0.2598713,359.332,1.682676,359.332,3.474392,366.9211,2.525371
(9/27/2024 2:46:28 PM,7, LS3,1, Eye_D,8, Left,369.3369,377.56,14.44293,1,422,370.2263,1.058844,373.8254,0.3999634,376.1309,0.4391922,367.24,2.547822,367.24,5.233679,377.5203,3.224715
(9/27/2024 2:46:28 PM,7, LS3,1, Eye_D,9, Right,379.74,386.98,13.49728,0,521,377.64,2.862062,377.64,5.549,386.9202,3.587111,380.7262,0.6980162,382.7255,0.5596031,386.1285,0.8273162
(9/27/2024 2:46:28 PM,7, LS3,1, Eye_D,10, Right,389.0294,394.46,12.17008,0,429,387.04,1.962498,387.04,3.756514,394.4201,2.704834,389.6275,0.847186,390.4325,1.117968,393.7257,1.231205
(9/27/2024 2:46:28 PM,7, LS3,1, Eye_D,11, Right,396.5006,403.7,15.59925,1,504,394.54,3.812007,394.54,7.447913,403.6236,4.572506,397.931,0.2979169,399.7245,0.4332652,402.3312,0.7931943
(9/27/2024 2:46:28 PM,7, LS3,1, Eye_D,12, Right,405.747,410.38,10.19143,0,395,403.74,1.962498,403.74,3.756514,410.3326,2.506884,406.3307,0.924805,408.5267,0.548462,409.6245,0.4001912
(9/27/2024 2:46:28 PM,7, LS3,1, Eye_D,13, Left,412.5676,418.48,10.23533,0,428,413.0269,1.050543,415.7218,0.2599056,417.5269,0.3569157,410.44,1.682676,410.44,3.474392,418.124,2.176692
