(10/8/2024 2:23:14 PM, 0, , 1, 19, Eye_D, 6.672961, 485.6813, 479.0083, 1000, 6, 321)
(10/9/2024 10:21:05 AM, 0, , 1, 19, Eye_D, 2.26122, 251.1226, 248.8614, 1000, 3, 201)
