(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 97.7, 0.17, 1.75, -6.01, 0, 0, 0, -0.009544755, 0, 0.9999545, -0.009544755, 0, 0.9999545, 0, 0, 0)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 97.78464, 0.1697899, 1.75, -6.297848, -0.03016503, 1.153984, -0.0992057, 0.09906556, -0.1283429, 0.9867696, 0.09906556, -0.1283429, 0.9867696, 7.373846, 4.88218, 359.032)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 97.8867, 0.1636396, 1.75, -6.552911, -0.030269, 1.154108, -0.0990978, 0.1191602, -0.1285368, 0.9845198, 0.1191602, -0.1285368, 0.9845198, 7.385049, 4.815352, 358.9854)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 97.98626, 0.1523448, 1.75, -6.801561, -0.03026647, 1.154199, -0.09890673, 0.1399458, -0.1268272, 0.9820031, 0.1399458, -0.1268272, 0.9820031, 7.286289, 4.822673, 358.9945)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 98.08421, 0.1361762, 1.75, -7.045887, -0.03021428, 1.154297, -0.09896615, 0.1543815, -0.1249958, 0.9800727, 0.1543815, -0.1249958, 0.9800727, 7.180515, 4.516327, 358.9609)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 98.18155, 0.1155769, 1.75, -7.288363, -0.0314408, 1.15934, -0.1000141, 0.1387922, -0.07784905, 0.9872569, 0.1387922, -0.07784905, 0.9872569, 4.46494, 2.681239, 358.7411)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 98.29266, 0.08878568, 1.75, -7.56486, -0.03284529, 1.165463, -0.1046658, 0.1045139, -0.002272367, 0.9945208, 0.1045139, -0.002272367, 0.9945208, 0.1301972, 0.3128349, 359.0532)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 98.39066, 0.06470453, 1.75, -7.80867, -0.03256153, 1.170507, -0.1104986, 0.06782284, 0.05499888, 0.9961803, 0.06782284, 0.05499888, 0.9961803, 356.8472, 358.403, 359.6404)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 98.48813, 0.04234055, 1.75, -8.051316, -0.03048761, 1.169064, -0.1162603, 0.03474865, 0.05200379, 0.9980422, 0.03474865, 0.05200379, 0.9980422, 357.019, 357.087, 359.7872)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 98.58589, 0.02295371, 1.75, -8.29495, -0.0289568, 1.168723, -0.119296, -0.003097607, 0.04361092, 0.9990438, -0.003097607, 0.04361092, 0.9990438, 357.5005, 355.812, 0.0008262451)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 98.68369, 0.007884132, 1.75, -8.53898, -0.02769327, 1.166814, -0.1214812, -0.0445658, 0.02223615, 0.998759, -0.0445658, 0.02223615, 0.998759, 358.7259, 354.6055, 359.7514)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 98.78146, -0.001601894, 1.75, -8.783197, -0.02643458, 1.165927, -0.1215478, -0.08801733, 0.005429132, 0.9961041, -0.08801733, 0.005429132, 0.9961041, 359.6889, 353.5919, 359.3713)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 98.89243, -0.004417683, 1.75, -9.060619, -0.02431018, 1.166205, -0.1188825, -0.1171774, -0.004690643, 0.9930999, -0.1171774, -0.004690643, 0.9930999, 0.268755, 353.6834, 359.1914)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 98.99053, 0.000117227, 1.75, -9.305808, -0.02296485, 1.166544, -0.1150603, -0.1360368, -0.00164571, 0.9907024, -0.1360368, -0.00164571, 0.9907024, 0.09429225, 354.0843, 358.9232)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 99.08783, 0.0107933, 1.75, -9.548806, -0.02153061, 1.16607, -0.1123887, -0.1563611, -0.01165948, 0.9876311, -0.1563611, -0.01165948, 0.9876311, 0.668054, 354.3246, 358.4756)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 99.1856, 0.02735144, 1.75, -9.792669, -0.01983766, 1.165019, -0.110015, -0.1624624, -0.02188911, 0.986472, -0.1624624, -0.02188911, 0.986472, 1.254254, 355.2385, 358.2681)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 99.28378, 0.04896853, 1.75, -10.03718, -0.01835801, 1.165864, -0.1068428, -0.1646725, -0.01869995, 0.986171, -0.1646725, -0.01869995, 0.986171, 1.07149, 356.1464, 358.5134)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 99.38065, 0.07426389, 1.75, -10.27803, -0.01640188, 1.16638, -0.1045317, -0.1645146, -0.01956424, 0.9861806, -0.1645146, -0.01956424, 0.9861806, 1.12102, 356.9785, 358.2785)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 99.49197, 0.1071099, 1.75, -10.55438, -0.01504512, 1.166383, -0.1021799, -0.162462, -0.02359617, 0.9864326, -0.162462, -0.02359617, 0.9864326, 1.352086, 357.8055, 358.0454)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 99.5895, 0.1382967, 1.75, -10.79619, -0.01407298, 1.165951, -0.1008619, -0.1522504, -0.03479326, 0.9877294, -0.1522504, -0.03479326, 0.9877294, 1.993909, 358.7943, 357.9344)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 99.68735, 0.1708644, 1.75, -11.03864, -0.01350632, 1.165424, -0.09887932, -0.1419193, -0.04083476, 0.9890356, -0.1419193, -0.04083476, 0.9890356, 2.34031, 359.5731, 357.8949)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 99.7859, 0.2041264, 1.75, -11.28274, -0.01335233, 1.165085, -0.09692328, -0.1308966, -0.05029369, 0.9901195, -0.1308966, -0.05029369, 0.9901195, 2.882833, 0.2247538, 357.7968)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 99.8824, 0.2364593, 1.75, -11.52183, -0.01318442, 1.164842, -0.09495009, -0.1152136, -0.05461997, 0.9918379, -0.1152136, -0.05461997, 0.9918379, 3.131052, 0.968021, 357.925)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 99.99355, 0.2725643, 1.75, -11.79735, -0.01374717, 1.164977, -0.09248542, -0.1057877, -0.05643195, 0.9927862, -0.1057877, -0.05643195, 0.9927862, 3.235031, 1.206346, 358.057)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 100.0911, 0.3029582, 1.75, -12.03927, -0.01399843, 1.164832, -0.09066924, -0.09894532, -0.06344631, 0.9930682, -0.09894532, -0.06344631, 0.9930682, 3.63765, 1.296973, 358.1487)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 100.1887, 0.3320187, 1.75, -12.28151, -0.01390454, 1.164589, -0.08806027, -0.08787002, -0.0704531, 0.9936374, -0.08787002, -0.0704531, 0.9936374, 4.040012, 1.57847, 358.0891)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 100.2867, 0.3595984, 1.75, -12.52501, -0.01361305, 1.164623, -0.08589279, -0.07880538, -0.07232825, 0.9942627, -0.07880538, -0.07232825, 0.9942627, 4.147726, 1.697992, 358.067)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 100.3839, 0.3851879, 1.75, -12.76656, -0.01337437, 1.165118, -0.08362169, -0.07011747, -0.07305836, 0.9948598, -0.07011747, -0.07305836, 0.9948598, 4.189668, 1.768778, 358.1517)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 100.4815, 0.4090939, 1.75, -13.00943, -0.01297776, 1.164847, -0.08118036, -0.06274244, -0.07607566, 0.9951261, -0.06274244, -0.07607566, 0.9951261, 4.363029, 1.774323, 358.1453)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 100.5933, 0.4342252, 1.75, -13.28791, -0.01265344, 1.16439, -0.07748605, -0.0517159, -0.08323951, 0.9951867, -0.0517159, -0.08323951, 0.9951867, 4.774796, 1.884898, 358.015)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 100.6902, 0.4539508, 1.75, -13.5293, -0.01226662, 1.164219, -0.07356875, -0.04838617, -0.09045095, 0.9947248, -0.04838617, -0.09045095, 0.9947248, 5.189551, 1.648075, 357.863)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 100.7878, 0.4720758, 1.75, -13.77261, -0.01191837, 1.164264, -0.06989937, -0.04042657, -0.09205401, 0.994933, -0.04042657, -0.09205401, 0.994933, 5.281785, 1.698772, 357.732)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 100.8851, 0.4884028, 1.75, -14.01526, -0.01234995, 1.164667, -0.06646229, -0.03661635, -0.09507038, 0.9947969, -0.03661635, -0.09507038, 0.9947969, 5.45537, 1.518028, 357.8113)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 100.9827, 0.5032437, 1.75, -14.25883, -0.01295053, 1.164699, -0.0641434, -0.03731973, -0.09638056, 0.9946447, -0.03731973, -0.09638056, 0.9946447, 5.530785, 1.166805, 357.8191)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 101.0806, 0.5168801, 1.75, -14.50337, -0.0135653, 1.164904, -0.06226325, -0.03370801, -0.09695346, 0.994718, -0.03370801, -0.09695346, 0.994718, 5.563763, 1.091142, 357.9421)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 101.1914, 0.5309754, 1.75, -14.77985, -0.01409971, 1.164995, -0.06124986, -0.03692803, -0.09624247, 0.9946727, -0.03692803, -0.09624247, 0.9946727, 5.522836, 0.6690534, 357.9527)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 101.289, 0.5426267, 1.75, -15.02356, -0.01426672, 1.165335, -0.0613164, -0.03872415, -0.09356155, 0.9948601, -0.03872415, -0.09356155, 0.9948601, 5.368535, 0.4404602, 357.9044)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 101.3868, 0.5538236, 1.75, -15.26793, -0.01354155, 1.165934, -0.06146707, -0.0365136, -0.08820414, 0.995433, -0.0365136, -0.08820414, 0.995433, 5.060301, 0.4584571, 357.9646)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 101.4842, 0.5645123, 1.75, -15.51109, -0.01321573, 1.166362, -0.0618666, -0.03728387, -0.08495449, 0.995687, -0.03728387, -0.08495449, 0.995687, 4.873407, 0.3226896, 357.9258)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 101.5815, 0.5748795, 1.75, -15.75424, -0.01298973, 1.166524, -0.06200241, -0.04065231, -0.08275367, 0.9957405, -0.04065231, -0.08275367, 0.9957405, 4.746864, 0.0837474, 357.8843)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 101.6929, 0.58665, 1.75, -16.03231, -0.01309206, 1.167072, -0.06200011, -0.04700065, -0.07788491, 0.9958538, -0.04700065, -0.07788491, 0.9958538, 4.467, 359.7386, 357.79)
(9/5/2024 6:51:54 PM, 6, LS2, 1, Head_NoD_Tutorial, 0, 101.7904, 0.5972647, 1.75, -16.27581, -0.01399839, 1.167583, -0.06251272, -0.06067295, -0.07379664, 0.9954259, -0.06067295, -0.07379664, 0.9954259, 4.232083, 359.1116, 357.8351)
